,content
726,"Maharashtra, Haryana, Gujarat, Tamil Nadu, Karnataka and Maharashtra are at the forefront of the employment recovery cycle."
727,The recovery in the professional services industry is picking up.
728,"EPFO is a social security organization responsible for providing a number of benefits to the members covered under the purview of EPF & MP Act, 1952. It provides provident fund, pension benefits to members on their retirement and family pension & insurance benefits to their families."
729,"All-India Consumer Price Index Numbers for Agricultural and Rural Labourers – October, 2020"
730,"The All-India Consumer Price Index Numbers for Agricultural Labourers and Rural Labourer increased by 15 points and 14 points for the month of October, 2020 mainly due to rise in food prices."
731,"The index for Agricultural Labourers has risen by 1 to 24 points in 20 States. Tamil Nadu State has the highest index with 1242 points, while Himachal Pradesh has 830 points."
732,"In case of Rural Labourers, it recorded an increase of 1 to 24 points in 20 States. Tamil Nadu State with 1226 points topped the index table, while Himachal Pradesh with 877 points stood at the bottom."
733,The Consumer Price Index Numbers for Agricultural Labourers and Rural Labourer increased by 24 points.
734,The rate of inflation based on the CPI-AL and CPI-RL has been increased.
735,All-India Consumer Price Index Number (General & Group-wise)
736,"Speaking about the latest index, Shri Santosh Gangwar, Minister of State (I/C) for Labour and Employment said, “The increase in CPI-AL and RL will have a positive impact on the wages of the workers in rural sector."""
737,"The inflation based on CPI-AL and RL has increased slightly for the first time in 2020 mainly due to increase in the prices of arhar dal, mustard oil, onion, vegetables and vegetables."
738,"The All-India Consumer Price Index Numbers for Agricultural Labourers and Rural Labourers (Base: 1986-87=100) for the month of October, 2020 increased by 15 points and 14 points to stand at 1052 (One thousand and fifty two) and 1057 (One thousand and fifty seven) points respectively."
739,"The rise in general index of Agricultural Labourers and Rural Labourers was due to increase in the food group index (+) 12.90 points and (+) 12.20 points respectively owing to the rise in the prices of food items in general and arhar dal, mustard oil, onion and vegetables in particular."
740,The rate of inflation based on the CPI-AL and CPI-RL has been increased to 6.59% and 6.45% in October 2020.
741,"Similarly, the inflation based on food index of CPI-AL and CPI-RL increased to 7.96% & 7.92% in October, 2020 from 7.65% and 7.61% in September 2020."
742,Amongst states; the maximum increase in the Consumer Price Index Numbers for Agricultural Labourers and Rural Labourers was experienced by West Bengal State (+24 points).
743,"The CPI – AL and RL for the month of November, 2020 will be released on 18th December, 2020."
744,"Union Labour Ministry notifies Draft Rules under the Occupational Safety, Health and Working Conditions Code, 2020 towards operationalising path braking labour reforms "
745,"Draft Rules are aimed at enhancing safety, health and working conditions and simplifying procedures"
746,"The draft rules under the Occupational Safety, Health and Working Conditions Code, 2020 have been notified by the Union Ministry of Labour and Employment inviting objections and suggestions."
747,"The draft rules provide for operationalization of provisions in the Occupational Safety, Health and Working Conditions Code, 2020 relating to safety, health and working conditions of Dock Workers, Building or other construction workers, Mines workers, Inter-State Migrant worker, Contract labour, Working journalist, Audio-visual workers and Sales promotion employees."
748,The new rules require issuing of a letter of appointment to every employee within three months of coming into force.
749,"Every worker of factory, dock, mine and building or other construction work, who has completed 45 years of age, should have annual health examination."
750,The rules regarding journey allowance once in a year for to & fro journey and Toll Free Helpline number for interstate migrant worker have been changed.
751,"iv. Single electronic registration, license and annual integrated return for an establishment."
752,All India single license for contractor supplying or engaging contract labour in more than one State for five years has been provided.
753,"The contract labour ban is laid down in the Occupational Safety, Health and Working Conditions Code, 2020."
754,The contractually specified minimum wage period for contact labour shall not exceed one month. The wages of every person employed as contract labour in an establishment or by the contactor shall be paid before the expiry of the seventh day after the last day of the wage period. The payments of contact labour wages shall be made through bank transfer or electronic mode.
755,Rules relating to safety and health matters have been drafted by the government.
756,"The new rules have been made regarding conditions relating to safety of women employment in all establishments for all type of work before 6 a.m. and beyond 7 p.m., with their consent."
757,Less than 30 minutes of overtime is counted as no overtime.
758,Mines rules have been simplified and integrated with the Occupational Safety and Health and Working Conditions rules.
759,"The draft Rules are aimed at enhancing safety, health and working conditions in establishments."
760,EPFO’s clarification on misleading article published in newspaper 
761,"EPFO subscribers, firms down in October are incorrect and unsubstantiated."
762,"The article published by EPFO claims a decline of 30,800 contributing establishments with EPFO in October from September 2020 and a simultaneous decline of 1.8 million contributing members in October."
763,EPFO’s payroll data for contributory members and establishment is published on 20th of every month in the form of Payroll data. There has been a continuous growth trend in net payroll additions till August 2020.
764,"In EPFO, the data regarding contributing members and contributory establishments is derived from the Electronic Challan cum Return (ECR) filed by the establishments for a particular wage month."
765,"The EPFO has flexibility to file ECR even after due date. However, concluding the count of contributory members and establishments for October, 2020 as on 16.11.2020 is premature and erroneous."
766,EPFO facilitates multiple options for submission of Digital Life Certificate by EPS pensioners
767,"All pensioners of Employees’ Pension Scheme 1995 (EPS’95) need to submit Jeevan Pramaan Patra (JPP) / Digital Life certificate (DLC) each year to continue drawing pension. In the current scenario of COVID-19 pandemic, the EPFO has facilitated multiple options for pensioners to submit their DLC."
