,content
3721,"The Secretary General of the Ministry of Defence, Sultanate of Oman is on a two day visit to Kochi. He met with Vice Admiral MA Hampiholi, AVSM, NM, Flag Officer Commanding - in - Chief, Southern Naval Command on 03 February 22 and held discussions on various defence cooperation issues with the Indian team."
3722,"The delegation from India visited Cochin Shipyard Ltd, the Indigenous Aircraft Carrier- Vikrant, professional trainingschools viz Navigational & Direction School and Diving School."
3723,SOLDIERS DEPLOYED IN UN PEACEKEEPING MISSION
3724,"Indian Army contributes personnel to UN peacekeeping missions since 1950. There are currently 5,404 Indian peacekeepers serving in 8 UN Missions."
3725,MONUSCO (Democratic Republic of Congo)
3726,Indian Army personnel serving with UN Missions have made supreme sacrifice in the line of duty.
3727,Indian Army personnel deployed in UN Missions are paid their salary by the Indian Government and over seas allowances by UN.
3728,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Ashok Mahadeorao Nete and Shri Ashok Kumar Rawat in Lok Sabha on February 04, 2022."
3729,The objectives of Sainik Schools are:
3730,"To prepare Cadets academically, physically and mentally for entry into the National Defence Academy."
3731,To remove regional imbalance in the officer cadre of the defence services.
3732,"To develop qualities of body, mind and character which will enable the young cadets of today to become good and useful citizens of tomorrow."
3733,To bring public school education within the reach of the common man.
3734,"Sainik Schools prepare students for the All India Secondary School Exams, All India Senior School Certificate Exams and the entrance examination to the National Defence Academy/Naval Academy."
3735,The schools impart instruction in English medium.
3736,The students are encouraged to develop their creative faculties through co-curricular activities and socially useful productive work. They are introduced systematically to all major games and are also given NCC training.
3737,"List of Sainik Schools in the country, State/UT-wise, is as follows:"
3738,The government has approved the initiative of setting up of 100 new Sainik Schools in partnership with NGO/private schools and states.
3739,The scheme for opening of 100 New Sainik Schools is open to all Private/NGOs/State Govt Schools in all states and union territories.
3740,"In so far as RIMC is concerned, there is no proposal under consideration of setting up another RIMC."
3741,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Nihal Chand and others in Lok Sabha on February 04, 2022."
3742,"The Government has established two Defence Industrial Corridors (DICs) in the country, one in Uttar Pradesh and one in Tamil Nadu with an aim to attract investment of about Rs 10,000 crore each."
3743,"As per information received from the State Governments, in UP Defence Industrial Corridor, UP Expressways Industrial Development Authority (UPEIDA) has signed 62 MoU with private and public industries worth potential investments of approx. Rs 8,638 crore. Out of these, 25 (twenty-five) proposals with potential investment of Rs 2,527 crore have been finalized and land has been allotted to the industries. In Tamil Nadu Defence Industrial Corridors, Tamil Nadu Industrial Development Corporation (TIDCO) has made arrangements for potential investment worth about Rs 11,153 crore by 40 private and Public Industries."
3744,"Micro, Small & Medium Enterprises (MSMEs) play an important role in the development of Defence Industrial Corridors."
3745,"At present, there is no proposal for setting up of Defence Industrial Corridors in Bihar."
3746,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Malook Nagar and Shri Rajiv Pratap Rudy in Lok Sabha on February 04, 2022."
3747,SELF-RELIANCE IN DEFENCE MANUFACTURING
3748,The Government has taken several policy initiatives and brought reforms to promote self-reliance in defence manufacturing.
3749,The Defence Procurement Procedure-2016 has been revised as Defence Acquisition Procedure-2020.
3750,"In order to promote indigenous design and development of defence equipment ‘Buy {Indian-IDDM (Indigenously Designed, Developed and Manufactured)}’ category has been accorded top most priority for procurement of capital equipment."
3751,Ministry of Defence has notified first positive indigenisation list of 101 weapon systems on 21st August 2020. Second positive indianisation list with 108 items on 31st May 2021.
3752,The Government has notified a Positive Indigenization list of sub-systems/ assemblies/ sub-assemblies/ subassemblies of DPSUs on 27th December 2021.
3753,The procedure for defence procurement has been simplified. There is provision for funding upto 70% of development cost by the Government to Indian industry under Make-I category. There are specific reservations for MSMEs under the ‘Make’ procedure.
3754,"The procedure for ‘Make-II’ category (Industry funded) to encourage indigenous development and manufacture of defence equipment has been introduced in DPP 2016. So far 62 projects relating to Army, Navy and Air Force have been accorded “Approval in Principle”"
3755,The Government of India has enhanced FDI in Defence Sector up to 74% through the Automatic Route for companies seeking new defence industrial license and up to 100% by Government Route wherever it is likely to result in access to modern technology.
3756,An innovation ecosystem for Defence titled Innovations for Defence Excellence (iDEX) was launched in April 2018.
3757,"Government has set up the Technology Development Fund (TDF) to encourage participation of public/ private industries especially MSMEs, through provision of grants, so as to create an eco-system for enhancing cutting-edge technology capability for defence applications."
3758,"SRIJAN is an indigenisation portal for DPSUs/Services with an industry interface to provide development support to MSMEs/Startups/Industry for import substitution. So far, 3826 items have been indigenised."
3759,’s Offset policy has been included in DAP 2020. It aims to attract investment and Transfer of Technology for Defence manufacturing.
3760,"Government has notified the ‘Strategic Partnership (SP)’ Model in May 2017, which envisages establishment of long-term strategic partnerships with Indian entities through a transparent and competitive process, wherein they may tie up with global Original Equipment Manufacturers (OEMs) to seek technology transfers to set up domestic manufacturing infrastructure and supply chains."
3761,Government has notified a ‘Policy for indigenisation of components and spares used in Defence Platforms’ in March 2019 with the objective to create an industry ecosystem which is able to indigenize the imported components (including alloys & special materials) and sub-assemblies for defence equipment and platform manufactured in India.
3762,"Government has established two Defence Industrial Corridors in Uttar Pradesh and Tamil Nadu to attract investments of up to Rs 10,000 Cr each. So far, investment of approx. 3,750 Cr has been made in both the corridors. The respective State Governments have published their Aerospace and Defence Policies to attract industries including foreign companies."
3763,"An Inter-Governmental Agreement on “Mutual Cooperation in Joint Manufacturing of Spares, Components, Aggregates and other material related to Russian/Soviet Origin Arms and Defence Equipment” was signed in Sep 2019."
3764,The initial validity period of the Industrial Licence granted under the IDR Act has been increased from 3 to 15 years.
3765,The Defence Investor Cell has received 1325 queries and addressed them.
3766,"This information was given by Raksha Rajya Mantri Shri Ajay Bhatt in a written reply to Shri Khagen Murmu and Shri Gm Siddeshwar in Lok Sabha on February 04, 2022."
3767,Two positive indigenisation lists with 101 and 108 items were promulgated on 21st August 2020 and 31st May 2021.
3768,"The Department of Defence Production (DDP) has notified a Positive Indigenisation List of sub-systems/ assemblies/ sub-assemblies/ components on 27th December 2021. It contains 2,500 items, of which 351 will be indigenized in coming 3 years."
3769,India is on a progressive path to achieve 100% indigenisation of Naval Ammunition.
3770,"With regard to the guided weapons, such as missile, torpedoes, etc, indigenisation is being taken up progressively through DRDO and Indian Industry."
