,content
1951,The Prime Minister has announced that 3% of procurement from MSMEs must be reserved for women entrepreneurs.
1952,The Prime Minister has announced six important decisions related to GeM.
1953,The Prime Minister announced that 20 hubs will be formed across the country and 100 spokes will be established in the form of tool rooms.
1954,"On Ease of Doing Business, Prime Minister Narendra Modi announced that clusters will be formed of pharma MSMEs. 70% of the cost of establishing these clusters would be borne by the Union Government."
1955,The ninth government announcement is on simplification of government procedures.
1956,The Prime Minister has made 10th and final announcement. 
1957,"The eleventh announcement is that under air pollution and water pollution laws, now both clearances have been merged as a single consent."
1958,"The Prime Minister announced that an Ordinance has been brought, under which, for minor violations under the Companies Act, the entrepreneur will no longer have to approach the Courts, but correct them through simple procedures."
1959,Social Security for MSME Sector Employees
1960,"The Prime Minister announced a mission to ensure that MSME sector employees have Jan Dhan Accounts, provident fund and insurance."
1961,The Prime Minister of India has taken several decisions aimed at strengthening the MSME sector.
1962,"PM to launch major Support and Outreach Initiative for MSME sector on November 02, 2018"
1963,"The Prime Minister, Shri Narendra Modi, will launch the Union Government’s Support and Outreach Initiative for Micro, Small and Medium Enterprises (MSMEs) at Vigyan Bhawan in New Delhi on November 02, 2018."
1964,The launch of the MSME sector programme will be held in Delhi. Similar programmes will take place at 100 locations across the country.
1965,The Union and State Governments will work together for the next 100 days for the development of the MSME sector.
1966,"Union Minister for Finance and Corporate Affairs, Shri Arun Jaitley and the Union Minister of State (I/C) for MSME, Shri Giriraj Singh, are among those who will be present on the occasion."
1967,Cabinet approves extension of the term of the Commission to examine the issue of Sub-categorization of Other Backward Classes in the Central List till 31st May 2019
1968,"The Union Cabinet chaired by the Prime Minister Shri Narendra Modi has approved the extension of the term of the Commission to examine the issue of Sub-categorization of Other Backward Classes in the Central List for six months beyond 30th November, 2018 and till 31st May 2019."
1969,"The Commission has held extensive meetings with the stake holders including the State Governments, the State Backward Classes Commissions, various community associations and general public belonging to various Backward Classes and Commissions and also obtained records, caste-wise, of OBCs admitted in higher educational institution as well as similar caste-wise data of recruits in Central Departments, Central Public Sector Undertakings, Public Sector Banks & Financial Institutions."
1970,"Based on the emanating information from the data as processed and analyzed, the Commission has expressed that a round of discussion with the States and their Backward Classes Commission was required before finalizing the sub-categorized lists and the Report."
1971,"Cabinet approves the Allied and Healthcare Professions Bill, 2018 for regulation and standardisation of education and services by allied and healthcare professionals"
1972," The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the Allied and Healthcare Professions Bill, 2018 for regulation and standardisation of education and services by allied and healthcare professionals.The Bill provides for setting up of an Allied and Healthcare Council of India and corresponding State Allied and Healthcare Councils which will play the role of a standard-setter and facilitator for professions of Allied and Healthcare."
