,content
4347,"Deployment of e-forms due to IFSC & exemption notifications, amendment to Companies Act, CRL-1, implementation of Condonation of Delay Scheme (CODS): 16 e-form changes were deployed on account of IFSC notification related changes, Exemption notification related changes, and Companies Act amendment along with deployment of CRL-01 (Information to the Registrar by company regarding the number of layers of subsidiaries) and CODS 2018 in the month of Feb-Mar ‘2018."
4348,MCA has introduced mandatory eKYC drive for directors of all companies. 
4349,"Integrated form for LLP (FiLLiP) incorporation: Introduction of a new integrated Form christened FiLLiP (Form for incorporation of Limited Liability Partnership) replacing the erstwhile Form 2 (Incorporation document and subscriber’s statement) combining therein 3 services of name reservation, allotment of Designated Partner Identification Number (DPIN/DIN) and incorporation of the LLP."
4350,"Setting up Central Registration Centre (CRC) for “name reservation” and “incorporation” for LLPs and Companies has been successfully implemented. Since past two years, Ministry has taken up similar GPR exercise for ‘Name Reservation’ and’ “Incorporation’ forLLPs (Limited Liability Partnership)."
4351,MCA proposed setting up 8 special courts under the National Company Law Tribunal to deal with the insolvency cases.
4352,MCA has notified new revenue recognition standard for customer contracts. The new standard requires an entity to recognize revenue to depict the transfer of promised goods or services to customers in an amount that reflects the consideration that the entity expects to be entitled in exchange for those goods and services.
4353,DEMATERIALISATION OF SECURITIES OF UNLISTED PUBLIC COMPANIES
4354,"The Ministry of Corporate Affairs has amended the relevant rules to apply the dematerialisation requirements to unlisted public companies, in addition to listed companies. The rules were amended on 10th September, 2018 and come into effect on 2nd October, 2018."
4355,INVESTOR EDUCATION & PROTECTION FUND
4356,The Investor Education & Protection Fund (IEPF) Authority unveiled a new logo in 2018. The authority also signed a Memorandum of Understanding (MoU) with CSC e-governance Services India. CSC will identify village level entrepreneurs for investor awareness projects. MCA is actively looking at further reforms in IEPF.
4357,The company secretary's committee has recommended that the entire claim settlement process should be made online.
4358,"A new portal has been developed for increasing the outreach of IAPs and monitoring the programmes conducted by the professional institutes, CSC e-governance and other partner institutions."
4359,The Competition Commission of India (CCI) successfully hosted the 17th International Competition Network Annual Conference in March 2018 in New Delhi.
4360,The MCA constituted an Inter-Ministerial Committee for carrying out competition assessment of existing policies.
4361,The Competition Law Review Committee was constituted by the Government to review the Competition Act and Rules/Regulations.
4362,The competition commission of India has amended the Combination Regulations.
4363,"As part of competition Advocacy initiative at national and state level, CCI organised Roadshows in Mumbai, Delhi and Ahmedabad, including a National Conference on “Public procurement and Competition Law.” Similar Roadshows with focus on competition matters are being held periodically and more are planned to be held in the coming months."
4364,"FM addresses the Conference on ‘Insolvency and Bankruptcy Code – A New Paradigm for Stressed Assets’ via Video Conferencing, being organised by the IBBI jointly with the Consulate General of India, New York, USA; FM: Given the future potential of the Indian economy and the fair process followed under the Code, it is a great opportunity for investors who are seriously thinking about investing in India; There can’t be a better opportunity than the present one which is being offered through the Code; This is the right time and right place to be in India for these kinds of investments."
4365,The implementation of the Insolvency and Bankruptcy Code (IBC) in India has been effective.
4366,"The Indian Penal Code has significantly changed the lender-borrower relationship in India. In some of the cases the process got delayed due to appeals and counter-appeals and litigations, the Supreme Court has stood up to the occasion."
4367,"The Minister of Finance and Corporate Affairs, Shri Arun Jaitley, has said that India is a fast-growing economy and over the next decade or so it is likely to maintain this high growth rate of at least 7-8%."
4368,"Dr. M. S. Sahoo, Chairperson, IBBI and Sanjeev Sanyal, Principal Economic Advisor, Ministry of Finance, Govt of India talk about the Business Code. Sandeep Chakravorty, Consul General of India in New York talks about the changes in the Indian economy in the last five years due to the deep economic reforms."
4369,"The other eminent speakers at the Conference included Dr. Arunish Chawla, Minister Economic, Embassy of India; Mr. Shardul Shroff, Executive Chairman and National Practice Head, Insolvency & Bankruptcy, Shardul Amarchand Mangaldas & Co. "
4370,The Conference was followed by a roundtable with prospective stakeholders of the Indian insolvency regime.
4371,About Rupees 75 Crores were allocated under Scheme for Pension and Medical Aid to Artistes in the last three years and the current year.
4372,The Government administers a Scheme for Pension and Medical Aid to Artistes and Scholars. It provides monthly pension of up to Rs.4000/- per month to old artists and scholars of the age of sixty years and above.
4373,The details in respect of funds allocated/released/used during each of the last three years and the current year are as under.
4374,28 Indian Antiquities Retrieved from Abroad from 2015 to 2018
4375,"The Archaeological Survey of India is working hard to retrieve the antiquities which have been taken away from the country in violation of the Antiquates and Art Treasures Act, 1972."
4376,The Archaeological Survey of India is making efforts to retrieve illegally exported antiquities.
4377,"The details of the antiquities retrieved from foreign countries from 2015-2017 and current year up to December, 2018 is given below"
